,process,product_name,type,unit,value,product_type,carbon_content,data_source,flow_amount,flowxvalue,ghg,bdv,health
175,"polyol_polyether, from po and eo by semi-continuous process_co2",propylene_oxide_co2,RAW MATERIALS,kg,-0.9147,intermediate,0.62,ihsmarkit,0.0,-0.0,,,
176,"propylene_oxide, by the hppo process_co2",propylene_oxide_co2,PRODUCT,kg,1.0,intermediate,0.62,ihsmarkit,0.0,0.0,,,
177,"pur_flexible, from toluene diisocyanate and polyol_co2",pur_flexible_co2,PRODUCT,kg,1.0,intermediate,0.61,ihsmarkit,0.0,0.0,,,
178,"pur_rigid, from polymeric MDI and polyol_co2",pur_rigid_co2,PRODUCT,kg,1.0,intermediate,0.63,ihsmarkit,0.0,0.0,,,
179,"pvc, by suspension polymerization_co2",pvc_co2,PRODUCT,kg,1.0,intermediate,0.38,ihsmarkit,0.0,0.0,,,
180,"polymeric_mdi, by phosgenation_co2",sodium_hydroxide,RAW MATERIALS,kg,-0.1461875990048127,raw_material,0.0,ihsmarkit,0.0,-0.0,-0.2488289184431002,-0.0,-6.55072118114234e-08
181,"acetic_acid, from methanol carbonylation_co2",steam_high,UTILITIES,MJ,-2.97504,intermediate,0.0,ihsmarkit,0.0,-0.0,,,
182,"adipic_acid, from phenol via cyclohexanol_co2",steam_high,UTILITIES,MJ,-17.298967329426922,intermediate,0.0,ihsmarkit,0.0,-0.0,,,
183,"butene_1, from ethylene by dimerization_co2",steam_high,UTILITIES,MJ,-9.088,intermediate,0.0,ihsmarkit,0.0,-0.0,,,
184,"diethylene_glycol, from ethylene via eo_co2",steam_high,UTILITIES,MJ,-34.20958321467538,intermediate,0.0,ihsmarkit,0.0,-0.0,,,
185,"dinitrotoluene, from toluene by nitration_co2",steam_high,UTILITIES,MJ,-0.7040000000000001,intermediate,0.0,ihsmarkit,0.0,-0.0,,,
186,"ethylene_glycol, from ethylene via eo_co2",steam_high,UTILITIES,MJ,-23.09536665462812,intermediate,0.0,ihsmarkit,0.0,-0.0,,,
187,"ethylene_oxide, from ethylene by oxygen oxidation_co2",steam_high,UTILITIES,MJ,-1.2764,intermediate,0.0,ihsmarkit,0.0,-0.0,,,
188,"gpps, by continuous bulk polymerization_co2",steam_high,UTILITIES,MJ,-0.2528,intermediate,0.0,ihsmarkit,0.0,-0.0,,,
189,"hdpe, by gas phase process_co2",steam_high,UTILITIES,MJ,-0.2064,intermediate,0.0,ihsmarkit,0.0,-0.0,,,
190,"nitrobenzene, from benzene by nitration_co2",steam_high,UTILITIES,MJ,-1.3456,intermediate,0.0,ihsmarkit,0.0,-0.0,,,
191,"pet, by tpa process_co2",steam_high,UTILITIES,MJ,-0.624,intermediate,0.0,ihsmarkit,0.0,-0.0,,,
192,"phenol, from cumene_co2",steam_high,UTILITIES,MJ,-11.579544606179915,intermediate,0.0,ihsmarkit,0.0,-0.0,,,
193,"polymeric_mdi, by phosgenation_co2",steam_high,UTILITIES,MJ,-7.171831295797229,intermediate,0.0,ihsmarkit,0.0,-0.0,,,
194,"polyol_polyester, from adipic acid and deg_co2",steam_high,UTILITIES,MJ,-1.2608,intermediate,0.0,ihsmarkit,0.0,-0.0,,,
195,"polyol_polyether, from po and eo by semi-continuous process_co2",steam_high,UTILITIES,MJ,-1.2608,intermediate,0.0,ihsmarkit,0.0,-0.0,,,
196,"pp, by gas phase process_co2",steam_high,UTILITIES,MJ,-0.5336533333333334,intermediate,0.0,ihsmarkit,0.0,-0.0,,,
197,"propylene, from ethylene by dimerization and oct_co2",steam_high,UTILITIES,MJ,-2.565421272024543,intermediate,0.0,ihsmarkit,0.0,-0.0,,,
198,"propylene_oxide, by the hppo process_co2",steam_high,UTILITIES,MJ,-23.91284856325169,intermediate,0.0,ihsmarkit,0.0,-0.0,,,
199,"pvc, by suspension polymerization_co2",steam_high,UTILITIES,MJ,-1.824,intermediate,0.0,ihsmarkit,0.0,-0.0,,,
200,"styrene, from ethylbenzene by dehydrogenation_co2",steam_high,UTILITIES,MJ,-7.259680525623664,intermediate,0.0,ihsmarkit,0.0,-0.0,,,
201,"terephthalic_acid, from p-xylene by air oxidation_co2",steam_high,UTILITIES,MJ,-6.3414375384615385,intermediate,0.0,ihsmarkit,0.0,-0.0,,,
202,"vinyl_chloride, from ethylene by a balanced process_co2",steam_high,UTILITIES,MJ,-0.9472,intermediate,0.0,ihsmarkit,0.0,-0.0,,,
203,"gpps, by continuous bulk polymerization_co2",styrene_co2,RAW MATERIALS,kg,-1.0074999999999998,intermediate,0.923,ihsmarkit,0.0,-0.0,,,
204,"styrene, from ethylbenzene by dehydrogenation_co2",styrene_co2,PRODUCT,kg,1.0,intermediate,0.923,ihsmarkit,0.0,0.0,,,
205,"dinitrotoluene, from toluene by nitration_co2",sulfuric_acid,RAW MATERIALS,kg,-0.027,raw_material,0.0,ihsmarkit,0.0,-0.0,-0.0978551855766263,-0.0,-1.1360458413650863e-07
206,"polymeric_mdi, by phosgenation_co2",sulfuric_acid,RAW MATERIALS,kg,-0.0056633832940273,raw_material,0.0,ihsmarkit,0.0,-0.0,-0.0978551855766263,-0.0,-1.1360458413650863e-07
207,"pet, by tpa process_co2",terephthalic_acid_co2,RAW MATERIALS,kg,-0.860735,intermediate,0.578,ihsmarkit,0.0,-0.0,,,
208,"terephthalic_acid, from p-xylene by air oxidation_co2",terephthalic_acid_co2,PRODUCT,kg,1.0,intermediate,0.578,ihsmarkit,0.0,0.0,,,
209,"dinitrotoluene, from toluene by nitration_co2",toluene_co2,RAW MATERIALS,kg,-0.52549,intermediate,0.91304,ihsmarkit,0.0,-0.0,,,
210,"pur_flexible, from toluene diisocyanate and polyol_co2",toluene_diisocyanate_co2,RAW MATERIALS,kg,-0.38845,intermediate,0.621,ihsmarkit,0.0,-0.0,,,
211,"pvc, by suspension polymerization_co2",vinyl_chloride_co2,RAW MATERIALS,kg,-1.00538,intermediate,0.384,ihsmarkit,0.0,-0.0,,,
212,"vinyl_chloride, from ethylene by a balanced process_co2",vinyl_chloride_co2,PRODUCT,kg,1.0,intermediate,0.384,ihsmarkit,0.0,0.0,,,
213,"adipic_acid, from phenol via cyclohexanol_co2",water,UTILITIES,kg,-0.6478476461892667,raw_material,0.0,ihsmarkit,0.0,-0.0,0.0,0.0,0.0
214,"nitrobenzene, from benzene by nitration_co2",water,UTILITIES,kg,-0.584175,raw_material,0.0,ihsmarkit,0.0,-0.0,0.0,0.0,0.0
215,"pet, by tpa process_co2",water,UTILITIES,kg,-0.06718,raw_material,0.0,ihsmarkit,0.0,-0.0,0.0,0.0,0.0
216,"phenol, from cumene_co2",water,UTILITIES,kg,-0.192554043839888,raw_material,0.0,ihsmarkit,0.0,-0.0,0.0,0.0,0.0
217,"polymeric_mdi, by phosgenation_co2",water,UTILITIES,kg,-1.205678193545816,raw_material,0.0,ihsmarkit,0.0,-0.0,0.0,0.0,0.0
218,"pp, by gas phase process_co2",water,UTILITIES,kg,-0.1536933333333333,raw_material,0.0,ihsmarkit,0.0,-0.0,0.0,0.0,0.0
219,"propylene_oxide, by the hppo process_co2",water,UTILITIES,kg,-1.4265565257288977,raw_material,0.0,ihsmarkit,0.0,-0.0,0.0,0.0,0.0
220,"pvc, by suspension polymerization_co2",water,UTILITIES,kg,-1.201736666666667,raw_material,0.0,ihsmarkit,0.0,-0.0,0.0,0.0,0.0
221,"styrene, from ethylbenzene by dehydrogenation_co2",water,UTILITIES,kg,-0.1598135331510652,raw_material,0.0,ihsmarkit,0.0,-0.0,0.0,0.0,0.0
222,"terephthalic_acid, from p-xylene by air oxidation_co2",water,UTILITIES,kg,-1.8881676923076924,raw_material,0.0,ihsmarkit,0.0,-0.0,0.0,0.0,0.0
223,"toluene_diisocyanate, from dinitrotoluene by phosgenation_co2",carbon_monoxide_co2,RAW MATERIALS,kg,-0.2601754585424407,intermediate,0.42857142857142855,ihsmarkit,0.0,-0.0,,,
224,"toluene_diisocyanate, from dinitrotoluene by phosgenation_co2",cooling_water,UTILITIES,MJ,-13.985446396859377,intermediate,0.0,ihsmarkit,0.0,-0.0,,,
225,"toluene_diisocyanate, from dinitrotoluene by phosgenation_co2",dinitrotoluene_co2,RAW MATERIALS,kg,-1.1938877788085562,intermediate,0.462,ihsmarkit,0.0,-0.0,,,
226,"toluene_diisocyanate, from dinitrotoluene by phosgenation_co2",electricity,UTILITIES,kWh,-1.797763940942755,intermediate,0.0,ihsmarkit,0.0,-0.0,,,
227,"toluene_diisocyanate, from dinitrotoluene by phosgenation_co2",heat_high,UTILITIES,MJ,-16.373880559806672,intermediate,0.0,ihsmarkit,0.0,-0.0,,,
228,"toluene_diisocyanate, from dinitrotoluene by phosgenation_co2",hydrogen,RAW MATERIALS,kg,-0.0793051174573976,intermediate,0.0,ihsmarkit,0.0,-0.0,,,
229,"toluene_diisocyanate, from dinitrotoluene by phosgenation_co2",nitrogen_liquid,UTILITIES,kg,-0.0573646287439168,intermediate,0.0,ihsmarkit,0.0,-0.0,,,
230,"toluene_diisocyanate, from dinitrotoluene by phosgenation_co2",oxygen_liquid,RAW MATERIALS,kg,-0.0913277029807078,intermediate,0.0,ihsmarkit,0.0,-0.0,,,
231,"toluene_diisocyanate, from dinitrotoluene by phosgenation_co2",sodium_hydroxide,RAW MATERIALS,kg,-0.0169265133895835,raw_material,0.0,ihsmarkit,0.0,-0.0,-0.2488289184431002,-0.0,-6.55072118114234e-08
232,"toluene_diisocyanate, from dinitrotoluene by phosgenation_co2",steam_high,UTILITIES,MJ,-11.174099280539892,intermediate,0.0,ihsmarkit,0.0,-0.0,,,
233,"toluene_diisocyanate, from dinitrotoluene by phosgenation_co2",sulfuric_acid,RAW MATERIALS,kg,-0.0106988551991906,raw_material,0.0,ihsmarkit,0.0,-0.0,-0.0978551855766263,-0.0,-1.1360458413650863e-07
234,"toluene_diisocyanate, from dinitrotoluene by phosgenation_co2",toluene_diisocyanate_co2,PRODUCT,kg,1.0,intermediate,0.621,ihsmarkit,0.0,0.0,,,
235,"toluene_diisocyanate, from dinitrotoluene by phosgenation_co2",water,UTILITIES,kg,-2.1980198427564805,raw_material,0.0,ihsmarkit,0.0,-0.0,0.0,0.0,0.0
236,"aniline, from nitrobenzene_co2",aniline_co2,PRODUCT,kg,1.0,intermediate,0.774,ihsmarkit,0.0,0.0,,,
237,"aniline, from nitrobenzene_co2",cooling_water,UTILITIES,MJ,-1.905010879120923,intermediate,0.0,ihsmarkit,0.0,-0.0,,,
238,"aniline, from nitrobenzene_co2",electricity,UTILITIES,kWh,-0.039371511483089,intermediate,0.0,ihsmarkit,0.0,-0.0,,,
239,"aniline, from nitrobenzene_co2",hydrogen,RAW MATERIALS,kg,-0.0724216176604615,intermediate,0.0,ihsmarkit,0.0,-0.0,,,
240,"aniline, from nitrobenzene_co2",nitrobenzene_co2,RAW MATERIALS,kg,-1.3370547325952231,intermediate,0.585,ihsmarkit,0.0,-0.0,,,
241,"aniline, from nitrobenzene_co2",water,UTILITIES,kg,-0.2483935048325518,raw_material,0.0,ihsmarkit,0.0,-0.0,0.0,0.0,0.0
242,"cumene, from benzene and propylene_co2",benzene_co2,RAW MATERIALS,kg,-0.6632743188745865,intermediate,0.9230769230769231,ihsmarkit,0.0,-0.0,,,
243,"cumene, from benzene and propylene_co2",cooling_water,UTILITIES,MJ,-0.11293714096959083,intermediate,0.0,ihsmarkit,0.0,-0.0,,,
244,"cumene, from benzene and propylene_co2",cumene_co2,PRODUCT,kg,1.0,intermediate,0.899,ihsmarkit,0.0,0.0,,,
245,"cumene, from benzene and propylene_co2",electricity,UTILITIES,kWh,-0.0347198903046599,intermediate,0.0,ihsmarkit,0.0,-0.0,,,
246,"cumene, from benzene and propylene_co2",heat_high,UTILITIES,MJ,-1.467350210381139,intermediate,0.0,ihsmarkit,0.0,-0.0,,,
247,"cumene, from benzene and propylene_co2",propylene_co2,RAW MATERIALS,kg,-0.3651593452878813,intermediate,0.85714,ihsmarkit,0.0,-0.0,,,
248,"ethylbenzene, from benzene via liquid phase alkylation_co2",benzene_co2,RAW MATERIALS,kg,-0.7271794629848427,intermediate,0.9230769230769231,ihsmarkit,0.0,-0.0,,,
249,"ethylbenzene, from benzene via liquid phase alkylation_co2",cooling_water,UTILITIES,MJ,-0.11139702696581713,intermediate,0.0,ihsmarkit,0.0,-0.0,,,
250,"ethylbenzene, from benzene via liquid phase alkylation_co2",electricity,UTILITIES,kWh,-0.0457699091654516,intermediate,0.0,ihsmarkit,0.0,-0.0,,,
251,"ethylbenzene, from benzene via liquid phase alkylation_co2",ethylbenzene_co2,PRODUCT,kg,1.0,intermediate,0.905,ihsmarkit,0.0,0.0,,,
252,"ethylbenzene, from benzene via liquid phase alkylation_co2",ethylene_co2,RAW MATERIALS,kg,-0.2611324857780818,intermediate,0.85714,ihsmarkit,0.0,-0.0,,,
253,"ethylbenzene, from benzene via liquid phase alkylation_co2",heat_high,UTILITIES,MJ,-2.556921358426826,intermediate,0.0,ihsmarkit,0.0,-0.0,,,
254,"formaldehyde, from methanol_co2",cooling_water,UTILITIES,MJ,-2.7521136944178193,intermediate,0.0,ihsmarkit,0.0,-0.0,,,
255,"formaldehyde, from methanol_co2",electricity,UTILITIES,kWh,-0.1352741963242434,intermediate,0.0,ihsmarkit,0.0,-0.0,,,
256,"formaldehyde, from methanol_co2",formaldehyde_co2,PRODUCT,kg,1.0,intermediate,0.4,ihsmarkit,0.0,0.0,,,
257,"formaldehyde, from methanol_co2",heat_high,UTILITIES,MJ,-0.4722285357044986,intermediate,0.0,ihsmarkit,0.0,-0.0,,,
258,"formaldehyde, from methanol_co2",methanol_co2,RAW MATERIALS,kg,-1.144173825231198,intermediate,0.375,ihsmarkit,0.0,-0.0,,,
259,"formaldehyde, from methanol_co2",water,UTILITIES,kg,-1.4546653838052344,raw_material,0.0,ihsmarkit,0.0,-0.0,0.0,0.0,0.0
260,"Buildings and construction, from hdpe_co2",buildings_and_construction_hdpe_co2,PRODUCT,kg,1.0,product,0.857,MK123,0.0,0.0,,,
261,"Buildings and construction, from hdpe_co2",hdpe_co2,RAW MATERIALS,kg,-1.0,intermediate,0.857,MK123,0.0,-0.0,,,
262,"Buildings and construction, from hdpe_co2",hdpe_waste_co2,WASTE,kg,0.38509664504898766,waste,0.857,MK123,0.0,0.0,0.0,0.0,0.0
263,"Buildings and construction, from ldpe_co2",buildings_and_construction_ldpe_co2,PRODUCT,kg,1.0,product,0.857,MK123,0.0,0.0,,,
264,"Buildings and construction, from ldpe_co2",ldpe_co2,RAW MATERIALS,kg,-1.0,intermediate,0.857,MK123,0.0,-0.0,,,
265,"Buildings and construction, from ldpe_co2",ldpe_waste_co2,WASTE,kg,0.38509664504898766,waste,0.857,MK123,0.0,0.0,0.0,0.0,0.0
266,"Buildings and construction, from pp_co2",buildings_and_construction_pp_co2,PRODUCT,kg,1.0,product,0.857,MK123,0.0,0.0,,,
267,"Buildings and construction, from pp_co2",pp_co2,RAW MATERIALS,kg,-1.0,intermediate,0.857,MK123,0.0,-0.0,,,
268,"Buildings and construction, from pp_co2",pp_waste_co2,WASTE,kg,0.38509664504898766,waste,0.857,MK123,0.0,0.0,0.0,0.0,0.0
269,"Buildings and construction, from gpps_co2",buildings_and_construction_gpps_co2,PRODUCT,kg,1.0,product,0.857,MK123,0.0,0.0,,,
270,"Buildings and construction, from gpps_co2",gpps_co2,RAW MATERIALS,kg,-1.0,intermediate,0.857,MK123,0.0,-0.0,,,
271,"Buildings and construction, from gpps_co2",gpps_waste_co2,WASTE,kg,0.38509664504898766,waste,0.857,MK123,0.0,0.0,0.0,0.0,0.0
272,"Buildings and construction, from pvc_co2",buildings_and_construction_pvc_co2,PRODUCT,kg,1.0,product,0.38,MK123,0.0,0.0,,,
273,"Buildings and construction, from pvc_co2",pvc_co2,RAW MATERIALS,kg,-1.0,intermediate,0.38,MK123,0.0,-0.0,,,
274,"Buildings and construction, from pvc_co2",pvc_waste_co2,WASTE,kg,0.38509664504898766,waste,0.38,MK123,0.0,0.0,0.0,0.0,0.0
275,"Buildings and construction, from pur_flexible_co2",buildings_and_construction_pur_flexible_co2,PRODUCT,kg,1.0,product,0.61,MK123,0.0,0.0,,,
276,"Buildings and construction, from pur_flexible_co2",pur_flexible_co2,RAW MATERIALS,kg,-1.0,intermediate,0.61,MK123,0.0,-0.0,,,
277,"Buildings and construction, from pur_flexible_co2",pur_flexible_waste_co2,WASTE,kg,0.38509664504898766,waste,0.61,MK123,0.0,0.0,0.0,0.0,0.0
278,"Buildings and construction, from pur_rigid_co2",buildings_and_construction_pur_rigid_co2,PRODUCT,kg,1.0,product,0.63,MK123,0.0,0.0,,,
279,"Buildings and construction, from pur_rigid_co2",pur_rigid_co2,RAW MATERIALS,kg,-1.0,intermediate,0.63,MK123,0.0,-0.0,,,
280,"Buildings and construction, from pur_rigid_co2",pur_rigid_waste_co2,WASTE,kg,0.38509664504898766,waste,0.63,MK123,0.0,0.0,0.0,0.0,0.0
281,"Medical and hygiene items, from hdpe_co2",medical_and_hygiene_items_hdpe_co2,PRODUCT,kg,1.0,product,0.857,MK123,0.0,0.0,,,
282,"Medical and hygiene items, from hdpe_co2",hdpe_co2,RAW MATERIALS,kg,-1.0,intermediate,0.857,MK123,0.0,-0.0,,,
283,"Medical and hygiene items, from hdpe_co2",hdpe_waste_co2,WASTE,kg,0.9169053396776103,waste,0.857,MK123,0.0,0.0,0.0,0.0,0.0
284,"Medical and hygiene items, from ldpe_co2",medical_and_hygiene_items_ldpe_co2,PRODUCT,kg,1.0,product,0.857,MK123,0.0,0.0,,,
285,"Medical and hygiene items, from ldpe_co2",ldpe_co2,RAW MATERIALS,kg,-1.0,intermediate,0.857,MK123,0.0,-0.0,,,
286,"Medical and hygiene items, from ldpe_co2",ldpe_waste_co2,WASTE,kg,0.9169053396776103,waste,0.857,MK123,0.0,0.0,0.0,0.0,0.0
287,"Medical and hygiene items, from pet_co2",medical_and_hygiene_items_pet_co2,PRODUCT,kg,1.0,product,0.63,MK123,0.0,0.0,,,
288,"Medical and hygiene items, from pet_co2",pet_co2,RAW MATERIALS,kg,-1.0,intermediate,0.63,MK123,0.0,-0.0,,,
289,"Medical and hygiene items, from pet_co2",pet_waste_co2,WASTE,kg,0.9169053396776103,waste,0.63,MK123,0.0,0.0,0.0,0.0,0.0
290,"Medical and hygiene items, from pp_co2",medical_and_hygiene_items_pp_co2,PRODUCT,kg,1.0,product,0.857,MK123,0.0,0.0,,,
291,"Medical and hygiene items, from pp_co2",pp_co2,RAW MATERIALS,kg,-1.0,intermediate,0.857,MK123,0.0,-0.0,,,
292,"Medical and hygiene items, from pp_co2",pp_waste_co2,WASTE,kg,0.9169053396776103,waste,0.857,MK123,0.0,0.0,0.0,0.0,0.0
293,"Medical and hygiene items, from gpps_co2",medical_and_hygiene_items_gpps_co2,PRODUCT,kg,1.0,product,0.857,MK123,0.0,0.0,,,
294,"Medical and hygiene items, from gpps_co2",gpps_co2,RAW MATERIALS,kg,-1.0,intermediate,0.857,MK123,0.0,-0.0,,,
295,"Medical and hygiene items, from gpps_co2",gpps_waste_co2,WASTE,kg,0.9169053396776103,waste,0.857,MK123,0.0,0.0,0.0,0.0,0.0
296,"Medical and hygiene items, from pvc_co2",medical_and_hygiene_items_pvc_co2,PRODUCT,kg,1.0,product,0.38,MK123,0.0,0.0,,,
297,"Medical and hygiene items, from pvc_co2",pvc_co2,RAW MATERIALS,kg,-1.0,intermediate,0.38,MK123,0.0,-0.0,,,
298,"Medical and hygiene items, from pvc_co2",pvc_waste_co2,WASTE,kg,0.9169053396776103,waste,0.38,MK123,0.0,0.0,0.0,0.0,0.0
299,"Medical and hygiene items, from pur_flexible_co2",medical_and_hygiene_items_pur_flexible_co2,PRODUCT,kg,1.0,product,0.61,MK123,0.0,0.0,,,
300,"Medical and hygiene items, from pur_flexible_co2",pur_flexible_co2,RAW MATERIALS,kg,-1.0,intermediate,0.61,MK123,0.0,-0.0,,,
301,"Medical and hygiene items, from pur_flexible_co2",pur_flexible_waste_co2,WASTE,kg,0.9169053396776103,waste,0.61,MK123,0.0,0.0,0.0,0.0,0.0
302,"Medical and hygiene items, from pur_rigid_co2",medical_and_hygiene_items_pur_rigid_co2,PRODUCT,kg,1.0,product,0.63,MK123,0.0,0.0,,,
303,"Medical and hygiene items, from pur_rigid_co2",pur_rigid_co2,RAW MATERIALS,kg,-1.0,intermediate,0.63,MK123,0.0,-0.0,,,
304,"Medical and hygiene items, from pur_rigid_co2",pur_rigid_waste_co2,WASTE,kg,0.9169053396776103,waste,0.63,MK123,0.0,0.0,0.0,0.0,0.0
305,"Rest of consumer products, from hdpe_co2",rest_of_consumer_products_hdpe_co2,PRODUCT,kg,1.0,product,0.857,MK123,0.0,0.0,,,
306,"Rest of consumer products, from hdpe_co2",hdpe_co2,RAW MATERIALS,kg,-1.0,intermediate,0.857,MK123,0.0,-0.0,,,
307,"Rest of consumer products, from hdpe_co2",hdpe_waste_co2,WASTE,kg,0.9169053396776103,waste,0.857,MK123,0.0,0.0,0.0,0.0,0.0
308,"Rest of consumer products, from ldpe_co2",rest_of_consumer_products_ldpe_co2,PRODUCT,kg,1.0,product,0.857,MK123,0.0,0.0,,,
309,"Rest of consumer products, from ldpe_co2",ldpe_co2,RAW MATERIALS,kg,-1.0,intermediate,0.857,MK123,0.0,-0.0,,,
310,"Rest of consumer products, from ldpe_co2",ldpe_waste_co2,WASTE,kg,0.9169053396776103,waste,0.857,MK123,0.0,0.0,0.0,0.0,0.0
311,"Rest of consumer products, from pet_co2",rest_of_consumer_products_pet_co2,PRODUCT,kg,1.0,product,0.63,MK123,0.0,0.0,,,
312,"Rest of consumer products, from pet_co2",pet_co2,RAW MATERIALS,kg,-1.0,intermediate,0.63,MK123,0.0,-0.0,,,
313,"Rest of consumer products, from pet_co2",pet_waste_co2,WASTE,kg,0.9169053396776103,waste,0.63,MK123,0.0,0.0,0.0,0.0,0.0
314,"Rest of consumer products, from pp_co2",rest_of_consumer_products_pp_co2,PRODUCT,kg,1.0,product,0.857,MK123,0.0,0.0,,,
315,"Rest of consumer products, from pp_co2",pp_co2,RAW MATERIALS,kg,-1.0,intermediate,0.857,MK123,0.0,-0.0,,,
316,"Rest of consumer products, from pp_co2",pp_waste_co2,WASTE,kg,0.9169053396776103,waste,0.857,MK123,0.0,0.0,0.0,0.0,0.0
317,"Rest of consumer products, from gpps_co2",rest_of_consumer_products_gpps_co2,PRODUCT,kg,1.0,product,0.857,MK123,0.0,0.0,,,
318,"Rest of consumer products, from gpps_co2",gpps_co2,RAW MATERIALS,kg,-1.0,intermediate,0.857,MK123,0.0,-0.0,,,
319,"Rest of consumer products, from gpps_co2",gpps_waste_co2,WASTE,kg,0.9169053396776103,waste,0.857,MK123,0.0,0.0,0.0,0.0,0.0
320,"Rest of consumer products, from pvc_co2",rest_of_consumer_products_pvc_co2,PRODUCT,kg,1.0,product,0.38,MK123,0.0,0.0,,,
321,"Rest of consumer products, from pvc_co2",pvc_co2,RAW MATERIALS,kg,-1.0,intermediate,0.38,MK123,0.0,-0.0,,,
322,"Rest of consumer products, from pvc_co2",pvc_waste_co2,WASTE,kg,0.9169053396776103,waste,0.38,MK123,0.0,0.0,0.0,0.0,0.0
323,"Rest of consumer products, from pur_flexible_co2",rest_of_consumer_products_pur_flexible_co2,PRODUCT,kg,1.0,product,0.61,MK123,0.0,0.0,,,
324,"Rest of consumer products, from pur_flexible_co2",pur_flexible_co2,RAW MATERIALS,kg,-1.0,intermediate,0.61,MK123,0.0,-0.0,,,
325,"Rest of consumer products, from pur_flexible_co2",pur_flexible_waste_co2,WASTE,kg,0.9169053396776103,waste,0.61,MK123,0.0,0.0,0.0,0.0,0.0
326,"Rest of consumer products, from pur_rigid_co2",rest_of_consumer_products_pur_rigid_co2,PRODUCT,kg,1.0,product,0.63,MK123,0.0,0.0,,,
327,"Rest of consumer products, from pur_rigid_co2",pur_rigid_co2,RAW MATERIALS,kg,-1.0,intermediate,0.63,MK123,0.0,-0.0,,,
328,"Rest of consumer products, from pur_rigid_co2",pur_rigid_waste_co2,WASTE,kg,0.9169053396776103,waste,0.63,MK123,0.0,0.0,0.0,0.0,0.0
329,"Electrical and electronic, from hdpe_co2",electrical_and_electronic_hdpe_co2,PRODUCT,kg,1.0,product,0.857,MK123,0.0,0.0,,,
330,"Electrical and electronic, from hdpe_co2",hdpe_co2,RAW MATERIALS,kg,-1.0,intermediate,0.857,MK123,0.0,-0.0,,,
331,"Electrical and electronic, from hdpe_co2",hdpe_waste_co2,WASTE,kg,0.7934726829055965,waste,0.857,MK123,0.0,0.0,0.0,0.0,0.0
332,"Electrical and electronic, from ldpe_co2",electrical_and_electronic_ldpe_co2,PRODUCT,kg,1.0,product,0.857,MK123,0.0,0.0,,,
333,"Electrical and electronic, from ldpe_co2",ldpe_co2,RAW MATERIALS,kg,-1.0,intermediate,0.857,MK123,0.0,-0.0,,,
334,"Electrical and electronic, from ldpe_co2",ldpe_waste_co2,WASTE,kg,0.7934726829055965,waste,0.857,MK123,0.0,0.0,0.0,0.0,0.0
335,"Electrical and electronic, from pp_co2",electrical_and_electronic_pp_co2,PRODUCT,kg,1.0,product,0.857,MK123,0.0,0.0,,,
336,"Electrical and electronic, from pp_co2",pp_co2,RAW MATERIALS,kg,-1.0,intermediate,0.857,MK123,0.0,-0.0,,,
337,"Electrical and electronic, from pp_co2",pp_waste_co2,WASTE,kg,0.7934726829055965,waste,0.857,MK123,0.0,0.0,0.0,0.0,0.0
338,"Electrical and electronic, from gpps_co2",electrical_and_electronic_gpps_co2,PRODUCT,kg,1.0,product,0.857,MK123,0.0,0.0,,,
339,"Electrical and electronic, from gpps_co2",gpps_co2,RAW MATERIALS,kg,-1.0,intermediate,0.857,MK123,0.0,-0.0,,,
340,"Electrical and electronic, from gpps_co2",gpps_waste_co2,WASTE,kg,0.7934726829055965,waste,0.857,MK123,0.0,0.0,0.0,0.0,0.0
